sample_id,source_doi,alloy,alloy_family,base_element,AM_process,AM_subprocess,machine,laser_power_W,scan_speed_mm_s,hatch_spacing_um,layer_thickness_um,beam_diameter_um,build_orientation,specimen_orientation,heat_treatment,density_kg_m3,melting_C,thermal_conductivity_W_mK,specific_heat_J_kgK,cte_1e6_K,relative_density_percent,porosity_percent,grain_size_um,grain_morphology,texture_intensity_MRD,matrix_phase,secondary_phases,microstructure_notes,yield_strength_MPa,UTS_MPa,elongation_percent,hardness_HV,elastic_modulus_GPa,surface_roughness_Ra_um,data_quality_score
demo_0217,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,E-PBF,Renishaw AM250,761.25,501.52,93.45,70.0,149.48,XZ,horizontal,HIP,2680,580,160.0,910,20.5,92.5,7.505,65.99,fine equiaxed,2.4,alpha-Al,Si network/Mg2Si,fine Si cellular network,212.33,297.63,1.0,78.25,66.56,19.95,A
demo_0218,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,DED,WAAM,Concept Laser M2,2686.52,6.03,2666.5,2398.32,1722.76,XZ,45deg,annealed,7800,1427,28.6,460,10.4,97.478,2.522,79.5,columnar,2.44,martensite,carbides,martensitic/carbide structure,1022.51,1128.4,9.72,340.9,214.68,17.83,C
demo_0219,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,Trumpf TruPrint,377.08,1337.5,96.05,20.0,92.39,Z,vertical,HIP,7990,1385,16.2,500,16.0,95.036,4.974,10.8,columnar,2.29,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",516.11,623.69,34.67,171.94,192.62,13.34,B
demo_0220,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Custom Lab System,297.5,1000.89,103.98,20.0,84.91,XY,vertical,solution+aged,7800,1420,16.0,460,10.4,95.6,4.355,16.21,fine equiaxed,0.88,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,890.31,1110.84,7.24,272.14,201.21,33.14,C
demo_0221,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,SLM 280,141.94,974.66,124.16,60.0,79.55,XZ,horizontal,stress relieved,2670,570,140.0,890,21.5,96.021,3.939,15.13,mixed columnar-equiaxed,3.81,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,230.66,323.96,6.54,78.35,69.81,23.35,B
demo_0222,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Concept Laser M2,332.06,1088.93,87.0,20.0,76.89,Z,vertical,solution+aged,4430,1660,7.1,560,8.6,92.5,7.471,13.72,columnar,4.24,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",829.89,1038.3,1.0,260.97,109.49,14.28,B
demo_0223,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Concept Laser M2,414.81,1043.8,122.84,60.0,96.42,XZ,vertical,stress relieved,2670,570,140.0,890,21.5,98.83,1.196,26.88,mixed columnar-equiaxed,2.27,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,180.84,232.06,5.98,61.45,74.64,28.34,B
demo_0224,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Concept Laser M2,263.13,1467.44,79.1,50.0,77.18,XZ,vertical,solution+aged,2670,570,140.0,890,21.5,98.977,1.089,20.1,cellular,0.8,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,308.38,447.65,9.39,82.58,67.85,23.26,C
demo_0225,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Trumpf TruPrint,313.69,945.02,87.66,60.0,79.83,XY,horizontal,solution+aged,2670,570,140.0,890,21.5,99.347,0.615,22.79,columnar,1.45,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,372.97,503.58,9.59,133.33,69.14,14.97,B
demo_0226,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,L-PBF,Renishaw AM250,238.87,1027.09,117.03,60.0,98.42,Z,vertical,aged,2680,580,160.0,910,20.5,97.57,2.487,11.02,mixed columnar-equiaxed,3.06,alpha-Al,Si network/Mg2Si,fine Si cellular network,259.51,350.05,7.01,91.72,69.49,9.06,B
demo_0227,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,EOS M400,356.75,628.33,103.35,20.0,60.58,Z,horizontal,solution+aged,8900,1085,320.0,380,17.0,92.5,7.578,14.29,cellular,1.97,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,246.34,301.34,7.54,62.87,112.9,14.62,B
demo_0228,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Renishaw AM250,418.75,917.78,99.25,50.0,78.28,XZ,horizontal,aged,8190,1298,9.0,435,14.0,98.986,1.116,16.62,mixed columnar-equiaxed,2.38,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1093.02,1220.87,19.61,354.84,203.6,32.17,B
demo_0229,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M400,288.21,910.18,86.5,60.0,70.62,Z,45deg,HIP,4430,1660,7.1,560,8.6,98.955,0.986,18.47,cellular,0.97,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",1058.1,1166.12,19.02,320.04,112.22,27.36,B
demo_0230,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Sciaky EBAM,169.23,1058.03,123.78,40.0,74.05,Z,45deg,stress relieved,4420,1650,7.0,526,8.5,97.927,2.148,22.73,cellular,1.73,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,955.76,1187.81,15.36,306.72,123.2,13.06,A
demo_0231,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,PBF,L-PBF,Sciaky EBAM,183.44,789.95,91.52,40.0,72.88,XZ,horizontal,HIP,8400,1390,13.0,450,14.0,99.084,0.914,11.22,mixed columnar-equiaxed,2.84,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",850.54,993.08,16.41,284.54,215.92,21.42,A
demo_0232,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Sciaky EBAM,397.12,1162.97,84.71,60.0,93.32,XY,45deg,stress relieved,2670,570,140.0,890,21.5,98.72,1.347,12.17,columnar,2.21,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,292.06,402.69,10.38,103.92,73.98,24.95,A
demo_0233,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,DED,L-DED,Concept Laser M2,463.43,8.16,834.86,240.61,1631.55,XZ,45deg,HIP,4430,1660,7.1,560,8.6,92.5,7.442,37.44,dendritic,3.05,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",833.11,997.19,6.58,281.75,116.39,15.41,B
demo_0234,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,L-PBF,Trumpf TruPrint,165.87,1267.28,97.93,30.0,61.28,Z,horizontal,solution+aged,2680,580,160.0,910,20.5,98.139,1.835,23.59,cellular,2.52,alpha-Al,Si network/Mg2Si,fine Si cellular network,320.31,408.46,4.35,94.36,65.85,22.23,A
demo_0235,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,Trumpf TruPrint,176.71,660.1,123.38,30.0,76.92,XY,45deg,solution+aged,7990,1385,16.2,500,16.0,99.123,0.874,22.19,fine equiaxed,1.54,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",617.79,757.69,39.88,206.24,184.11,21.55,C
demo_0236,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,DED,L-DED,Optomec LENS,321.37,17.76,1114.55,250.23,1705.83,Z,horizontal,stress relieved,2670,570,140.0,890,21.5,98.567,1.353,64.46,columnar,4.07,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,209.46,315.49,12.63,79.66,82.25,6.97,B
demo_0237,demo_literature_style_IN625,IN625,Ni superalloy,Ni,PBF,L-PBF,Custom Lab System,352.7,855.93,70.06,40.0,93.44,Z,vertical,solution+aged,8440,1320,9.2,429,12.8,94.994,5.031,19.02,cellular,0.8,gamma,carbides/Laves possible,cellular dendritic gamma,614.86,842.41,25.64,227.04,190.54,34.38,B
demo_0238,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,331.42,1488.61,129.06,30.0,66.49,XZ,vertical,HIP,8190,1298,9.0,435,14.0,99.425,0.608,20.82,columnar,1.97,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1000.24,1101.25,20.04,350.96,211.94,19.45,B
demo_0239,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Trumpf TruPrint,254.85,873.1,118.79,60.0,85.94,XY,vertical,aged,2670,570,140.0,890,21.5,97.939,2.053,25.81,mixed columnar-equiaxed,2.66,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,256.02,355.38,4.23,87.21,65.08,31.61,C
demo_0240,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,EOS M400,237.47,1049.72,120.42,60.0,95.72,XY,45deg,annealed,7800,1420,16.0,460,10.4,97.508,2.431,20.33,cellular,2.86,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,810.17,897.46,17.92,251.24,200.08,25.27,C
