sample_id,source_doi,alloy,alloy_family,base_element,AM_process,AM_subprocess,machine,laser_power_W,scan_speed_mm_s,hatch_spacing_um,layer_thickness_um,beam_diameter_um,build_orientation,specimen_orientation,heat_treatment,density_g_cm3,melting_temp_C,thermal_conductivity_W_mK,specific_heat_J_kgK,CTE_1e6_K,relative_density_percent,porosity_percent,grain_size_um,grain_morphology,texture_intensity_MRD,matrix_phase,secondary_phases,microstructure_notes,yield_strength_MPa,UTS_MPa,elongation_percent,hardness_HV,elastic_modulus_GPa,surface_roughness_Ra_um,quality_score
demo_0223,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,SLM 280,232.94,880.236,95.88,30.0,1000,45deg,vertical,stress relieved,7.8,1420,16.0,460,10.4,99.354,0.637,8.785,cellular,2.98,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,993.74,1246.39,11.04,334.57,198.71,15.44,A
demo_0224,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Concept Laser M2,151.28,914.852,77.43,60.0,500,XZ,45deg,stress relieved,8.9,1085,320.0,380,17.0,98.648,1.274,9.867,mixed columnar-equiaxed,3.61,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",455.54,573.39,14.56,153.91,113.12,8.19,A
demo_0225,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Renishaw AM250,202.37,901.306,101.74,40.0,1000,XY,vertical,as-built,2.68,580,160.0,910,20.5,98.383,1.5,18.679,cellular,4.25,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,393.32,539.92,1.5,134.35,73.38,5.81,B
demo_0226,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,SLM 280,639.54,9.396,1185.02,570.6,500,XY,45deg,solution treated,8.1,1413,14.2,452,10.3,98.301,1.899,45.038,dendritic,3.18,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1206.65,1431.34,6.69,401.57,189.46,28.33,B
demo_0227,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,EOS M290,164.77,1497.069,92.75,20.0,80,45deg,vertical,solution treated,8.44,1320,9.8,429,12.8,98.549,1.538,16.482,dendritic,4.23,gamma,carbides/Laves possible,dendritic gamma matrix,694.59,933.12,27.56,209.87,201.9,16.72,A
demo_0228,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M290,256.87,654.985,84.65,30.0,120,Z,vertical,aged,4.43,1660,7.1,560,8.6,98.979,0.956,22.952,mixed columnar-equiaxed,3.44,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1235.5,1348.85,8.35,376.3,106.66,15.8,A
demo_0229,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,SLM 280,296.44,865.185,111.84,60.0,80,XY,horizontal,HIP,2.68,580,160.0,910,20.5,98.09,1.951,24.176,cellular,3.56,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,392.62,618.3,1.5,109.72,64.63,1.0,A
demo_0230,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Arcam Q10,123.36,1486.626,83.35,20.0,120,XY,horizontal,aged,7.8,1427,28.6,460,10.4,98.225,1.806,14.833,mixed columnar-equiaxed,4.39,martensite,carbides,martensitic/carbide structure,1349.5,1449.02,8.45,435.27,211.52,15.07,A
demo_0231,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,E-PBF,Arcam Q10,625.48,2757.467,142.15,90.0,120,Z,horizontal,as-built,8.4,1390,13.0,450,14.0,97.692,2.341,15.936,equiaxed,1.54,FCC/HCP Co,carbides,cellular/dendritic CoCr,815.53,1036.39,5.28,287.54,220.39,19.82,B
demo_0232,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,216.14,783.466,104.43,60.0,70,Z,vertical,as-built,8.44,1320,9.8,429,12.8,98.264,1.703,15.247,equiaxed,4.64,gamma,carbides/Laves possible,dendritic gamma matrix,777.29,957.99,26.0,264.34,202.58,23.33,C
demo_0233,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,E-PBF,EOS M290,2225.22,1918.095,113.39,50.0,100,45deg,45deg,HIP,7.99,1385,16.2,500,16.0,99.427,0.699,25.486,mixed columnar-equiaxed,1.18,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",652.78,803.87,30.91,216.18,183.64,21.13,A
demo_0234,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Concept Laser M2,366.56,809.544,102.94,60.0,70,XY,45deg,solution treated,4.43,1660,7.1,560,8.6,98.246,1.729,10.523,cellular,4.37,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1065.83,1263.78,11.48,324.94,100.3,1.4,A
demo_0235,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,145.34,1274.418,105.4,40.0,1000,45deg,horizontal,as-built,7.8,1420,16.0,460,10.4,98.774,1.328,14.147,equiaxed,3.21,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,929.91,1185.24,9.47,339.97,202.11,16.36,B
demo_0236,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Concept Laser M2,404.44,591.56,89.57,40.0,70,XY,horizontal,aged,7.99,1385,16.2,500,16.0,98.668,1.13,2.0,dendritic,2.48,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",764.3,910.28,30.47,251.16,199.75,4.39,A
demo_0237,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Optomec LENS,233.4,1289.906,73.87,30.0,100,XZ,vertical,HIP,7.8,1420,16.0,460,10.4,98.784,1.088,21.959,equiaxed,2.82,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,1045.92,1200.17,8.14,363.1,199.73,11.82,A
demo_0238,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,WAAM lab system,397.28,1264.724,96.84,30.0,500,Z,horizontal,stress relieved,8.1,1413,14.2,452,10.3,98.45,1.487,12.75,cellular,2.89,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1360.11,1477.34,7.62,477.38,189.02,13.56,B
demo_0239,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,Renishaw AM250,1176.07,19.866,893.88,291.0,1000,45deg,vertical,HIP,8.1,1413,14.2,452,10.3,99.247,0.771,44.852,cellular,2.84,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1359.58,1584.76,9.12,498.33,187.57,20.4,C
demo_0240,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,DED,L-DED,Concept Laser M2,700.14,26.949,758.77,209.75,500,XY,vertical,stress relieved,8.4,1390,13.0,450,14.0,99.302,0.753,44.284,cellular,1.0,FCC/HCP Co,carbides,cellular/dendritic CoCr,827.19,968.89,9.82,217.49,225.3,23.38,A
demo_0241,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,186.59,613.907,109.56,50.0,100,XZ,vertical,stress relieved,2.68,580,160.0,910,20.5,98.426,1.584,20.423,dendritic,2.93,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,305.87,518.59,7.33,108.13,59.78,4.65,B
demo_0242,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Renishaw AM250,259.65,547.473,75.01,30.0,70,45deg,45deg,as-built,4.43,1660,7.1,560,8.6,98.736,1.323,5.35,dendritic,2.66,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1110.02,1369.12,9.49,372.37,107.85,14.14,C
demo_0243,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,Renishaw AM250,705.36,33.131,641.43,353.11,70,XZ,horizontal,aged,8.1,1413,14.2,452,10.3,98.556,1.439,47.214,columnar,2.08,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1338.58,1589.12,7.15,436.82,188.13,27.91,B
demo_0244,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,219.71,831.251,97.25,30.0,500,45deg,horizontal,solution treated,2.68,580,160.0,910,20.5,99.177,0.748,8.079,cellular,3.42,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,318.78,447.94,4.46,91.79,67.63,7.97,B
demo_0245,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,DED,L-DED,Renishaw AM250,547.25,26.641,1008.82,705.83,100,XZ,horizontal,aged,8.4,1390,13.0,450,14.0,98.292,1.685,57.317,mixed columnar-equiaxed,2.46,FCC/HCP Co,carbides,cellular/dendritic CoCr,973.83,1216.41,11.41,293.0,224.3,26.25,B
demo_0246,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Optomec LENS,340.52,1211.717,121.51,30.0,120,Z,45deg,HIP,8.1,1413,14.2,452,10.3,98.741,1.121,5.947,dendritic,4.55,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1306.04,1422.37,6.92,427.04,187.39,9.18,C
demo_0247,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,DED,L-DED,SLM 280,843.31,34.467,1171.49,285.54,1000,45deg,horizontal,as-built,2.68,580,160.0,910,20.5,99.056,1.043,32.287,mixed columnar-equiaxed,3.14,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,323.25,548.48,9.75,75.93,76.64,21.06,C
demo_0248,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,DED,L-DED,SLM 280,1281.84,34.538,942.41,224.11,120,XZ,horizontal,HIP,7.8,1427,28.6,460,10.4,99.1,0.985,32.781,equiaxed,2.24,martensite,carbides,martensitic/carbide structure,1233.44,1475.52,9.37,365.55,205.94,26.41,B
demo_0249,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Concept Laser M2,144.16,1227.011,121.84,20.0,500,45deg,horizontal,solution treated,8.1,1413,14.2,452,10.3,98.6,1.46,8.999,cellular,3.35,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1190.43,1313.67,7.25,392.35,190.93,16.13,A
demo_0250,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Renishaw AM250,148.23,654.304,125.91,40.0,100,45deg,vertical,as-built,4.43,1660,7.1,560,8.6,98.608,1.334,16.218,equiaxed,4.17,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1046.82,1190.32,10.47,322.09,111.37,5.25,A
demo_0251,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,Optomec LENS,225.51,1201.271,117.44,50.0,70,Z,vertical,as-built,8.4,1390,13.0,450,14.0,98.976,1.009,32.691,mixed columnar-equiaxed,3.27,FCC/HCP Co,carbides,cellular/dendritic CoCr,876.61,972.07,8.89,292.08,224.18,11.32,A
demo_0252,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,328.67,639.005,118.47,60.0,1000,XZ,45deg,HIP,7.8,1420,16.0,460,10.4,98.858,1.131,11.351,mixed columnar-equiaxed,2.72,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,1093.23,1301.07,7.06,316.23,196.51,11.69,B
demo_0253,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M290,406.23,784.865,91.31,50.0,500,XZ,horizontal,stress relieved,4.43,1660,7.1,560,8.6,98.72,1.308,9.244,equiaxed,2.88,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1030.03,1174.12,8.23,358.87,117.44,17.86,C
demo_0254,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,WAAM lab system,1467.37,19.177,1177.09,531.81,80,XZ,horizontal,as-built,8.1,1413,14.2,452,10.3,99.047,1.004,50.871,dendritic,1.21,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1172.91,1391.19,9.43,392.48,193.45,16.79,B
demo_0255,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,WAAM lab system,328.83,571.777,98.62,60.0,120,XY,horizontal,as-built,7.8,1420,16.0,460,10.4,98.367,1.567,15.518,cellular,2.32,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,914.37,1008.56,10.82,262.41,198.97,18.15,B
demo_0256,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Arcam Q10,331.24,1319.811,99.01,30.0,100,45deg,horizontal,HIP,8.44,1320,9.8,429,12.8,98.685,1.403,16.074,dendritic,3.16,gamma,carbides/Laves possible,dendritic gamma matrix,841.45,1064.2,28.93,296.96,202.26,12.25,B
demo_0257,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,E-PBF,EOS M290,1682.65,1378.954,90.82,50.0,1000,XZ,45deg,HIP,8.44,1320,9.8,429,12.8,98.768,1.127,21.75,mixed columnar-equiaxed,4.43,gamma,carbides/Laves possible,dendritic gamma matrix,859.34,1039.74,31.5,279.34,196.69,13.94,B
demo_0258,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M290,127.94,1442.509,89.15,40.0,80,Z,horizontal,stress relieved,4.43,1660,7.1,560,8.6,98.133,1.916,5.283,cellular,3.05,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1124.67,1302.16,6.19,384.54,111.58,15.27,C
demo_0259,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M290,304.99,791.894,73.84,20.0,80,XZ,horizontal,stress relieved,4.43,1660,7.1,560,8.6,99.01,0.922,14.557,equiaxed,3.76,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1095.35,1256.05,11.33,332.24,107.25,17.23,B
demo_0260,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Concept Laser M2,241.95,1348.772,100.39,50.0,80,Z,horizontal,as-built,7.99,1385,16.2,500,16.0,97.852,2.225,12.278,equiaxed,3.84,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",517.27,649.95,34.09,144.95,188.31,12.64,B
demo_0261,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Optomec LENS,207.7,1020.771,90.41,50.0,500,45deg,45deg,as-built,4.43,1660,7.1,560,8.6,98.602,1.178,14.266,mixed columnar-equiaxed,3.19,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1042.85,1196.73,12.89,328.25,113.11,9.74,B
demo_0262,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Concept Laser M2,154.83,538.723,89.74,60.0,500,XZ,vertical,solution treated,7.8,1427,28.6,460,10.4,97.814,2.124,12.602,dendritic,5.24,martensite,carbides,martensitic/carbide structure,1129.19,1320.75,6.87,396.87,206.3,18.05,A
demo_0263,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Optomec LENS,298.93,814.7,89.82,40.0,1000,45deg,vertical,as-built,8.44,1320,9.8,429,12.8,98.815,1.207,11.032,equiaxed,4.05,gamma,carbides/Laves possible,dendritic gamma matrix,775.74,910.2,30.65,261.29,204.7,9.35,B
demo_0264,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,EOS M290,123.04,1415.397,97.3,50.0,70,XY,45deg,as-built,7.99,1385,16.2,500,16.0,98.311,1.767,33.031,dendritic,4.02,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",553.16,759.75,32.73,153.21,187.78,8.96,A
demo_0265,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Optomec LENS,251.78,768.514,78.3,30.0,500,45deg,45deg,as-built,2.68,580,160.0,910,20.5,99.249,0.738,9.48,dendritic,4.64,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,434.31,528.12,2.26,132.27,70.83,16.67,A
demo_0266,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Optomec LENS,370.33,1023.424,124.43,50.0,500,Z,vertical,HIP,7.99,1385,16.2,500,16.0,98.62,1.326,12.932,dendritic,3.52,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",600.74,793.31,27.9,183.85,190.28,10.31,B
demo_0267,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,EOS M290,136.31,799.512,83.92,40.0,120,45deg,horizontal,solution treated,7.8,1420,16.0,460,10.4,98.405,1.656,24.125,columnar,4.28,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,781.92,1016.79,9.54,258.65,200.89,15.24,A
demo_0268,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,WAAM lab system,145.91,1378.472,125.46,50.0,120,Z,vertical,stress relieved,4.43,1660,7.1,560,8.6,98.242,1.694,12.429,mixed columnar-equiaxed,1.0,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1021.85,1229.07,8.88,304.14,114.83,11.66,C
demo_0269,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Optomec LENS,298.87,764.034,81.27,20.0,500,XY,45deg,as-built,2.68,580,160.0,910,20.5,98.214,1.789,11.301,mixed columnar-equiaxed,3.8,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,366.14,496.33,3.62,79.7,62.61,8.5,A
demo_0270,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Concept Laser M2,120.3,535.091,129.45,20.0,80,XY,vertical,as-built,8.9,1085,320.0,380,17.0,98.709,1.214,11.331,columnar,3.73,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",412.43,658.96,22.75,116.32,119.63,14.56,C
demo_0271,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,DED,L-DED,Concept Laser M2,1326.46,28.791,895.77,380.75,120,Z,vertical,solution treated,8.4,1390,13.0,450,14.0,98.587,1.274,36.264,columnar,1.15,FCC/HCP Co,carbides,cellular/dendritic CoCr,812.44,960.34,11.07,239.48,218.7,13.85,B
demo_0272,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,WAAM,WAAM lab system,3254.44,14.185,1759.3,1163.22,120,45deg,vertical,as-built,7.8,1420,16.0,460,10.4,99.308,0.571,72.675,columnar,2.91,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,941.96,1152.93,11.38,302.85,189.02,12.87,B
demo_0273,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,DED,L-DED,Concept Laser M2,642.05,29.491,973.65,654.98,80,XY,vertical,stress relieved,8.44,1320,9.8,429,12.8,98.36,1.715,55.569,equiaxed,3.43,gamma,carbides/Laves possible,dendritic gamma matrix,699.61,953.58,29.01,252.29,200.11,41.89,C
demo_0274,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,E-PBF,Arcam Q10,2081.86,2107.844,113.37,70.0,100,XY,45deg,as-built,8.4,1390,13.0,450,14.0,99.271,0.6,23.921,equiaxed,1.86,FCC/HCP Co,carbides,cellular/dendritic CoCr,893.44,990.23,7.76,301.36,216.74,25.6,A
demo_0275,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Arcam Q10,276.26,1368.239,76.58,60.0,120,XY,vertical,annealed,8.44,1320,9.8,429,12.8,98.468,1.537,12.759,mixed columnar-equiaxed,4.61,gamma,carbides/Laves possible,dendritic gamma matrix,692.43,916.81,28.83,247.83,202.31,11.77,C
demo_0276,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,Arcam Q10,262.04,664.379,112.31,30.0,70,XY,45deg,HIP,8.4,1390,13.0,450,14.0,99.474,0.459,14.918,columnar,2.56,FCC/HCP Co,carbides,cellular/dendritic CoCr,928.95,1104.67,11.75,302.21,212.94,4.11,B
demo_0277,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,DED,WAAM,Renishaw AM250,2071.57,8.761,2496.0,671.67,80,Z,horizontal,as-built,8.9,1085,320.0,380,17.0,98.277,1.836,61.202,dendritic,1.0,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",294.25,446.24,21.25,108.68,113.45,28.66,A
demo_0278,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,SLM 280,306.81,1014.319,112.66,50.0,120,XZ,horizontal,as-built,7.8,1420,16.0,460,10.4,98.562,1.398,19.836,mixed columnar-equiaxed,4.47,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,978.88,1164.95,10.08,342.8,203.66,13.59,A
demo_0279,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Renishaw AM250,348.58,640.45,88.42,60.0,80,Z,horizontal,as-built,7.8,1420,16.0,460,10.4,98.795,1.225,23.645,mixed columnar-equiaxed,3.46,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,967.5,1118.04,10.96,306.31,202.97,10.54,B
demo_0280,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Renishaw AM250,336.74,1415.138,118.04,40.0,80,XZ,vertical,solution treated,8.9,1085,320.0,380,17.0,98.579,1.552,12.913,cellular,3.95,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",355.48,606.94,16.87,127.44,113.03,8.25,A
demo_0281,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,EOS M290,419.3,1369.457,122.97,30.0,1000,XZ,45deg,as-built,8.44,1320,9.8,429,12.8,98.676,1.359,13.139,cellular,3.51,gamma,carbides/Laves possible,dendritic gamma matrix,823.52,939.09,27.12,266.66,203.44,2.49,A
demo_0282,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Optomec LENS,179.69,725.778,109.36,60.0,100,XY,vertical,as-built,8.44,1320,9.8,429,12.8,97.909,1.968,14.327,columnar,5.06,gamma,carbides/Laves possible,dendritic gamma matrix,756.91,914.75,30.71,252.96,207.36,3.99,B
demo_0283,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,Renishaw AM250,306.54,777.511,97.05,20.0,1000,XY,45deg,as-built,8.4,1390,13.0,450,14.0,98.813,1.215,12.076,mixed columnar-equiaxed,3.9,FCC/HCP Co,carbides,cellular/dendritic CoCr,878.34,1038.83,7.96,323.47,225.24,7.43,A
demo_0284,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Arcam Q10,244.71,1089.021,73.71,60.0,80,Z,vertical,as-built,7.99,1385,16.2,500,16.0,98.889,0.975,20.561,mixed columnar-equiaxed,3.25,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",560.75,688.93,33.64,195.42,185.87,16.31,A
demo_0285,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,SLM 280,346.76,850.043,93.36,30.0,500,45deg,vertical,as-built,8.1,1413,14.2,452,10.3,99.511,0.547,6.358,columnar,3.99,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1361.63,1540.29,11.12,458.86,191.82,11.57,B
demo_0286,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,Optomec LENS,563.02,11.38,1126.68,734.01,80,45deg,horizontal,solution treated,7.8,1420,16.0,460,10.4,98.807,1.086,62.571,mixed columnar-equiaxed,4.25,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,807.93,1065.45,10.73,268.35,210.16,18.86,B
demo_0287,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Renishaw AM250,208.88,845.851,117.44,30.0,500,XY,vertical,aged,4.43,1660,7.1,560,8.6,98.677,1.43,24.306,equiaxed,3.95,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1200.3,1322.31,13.45,376.51,111.14,1.35,B
demo_0288,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,175.34,594.555,90.88,30.0,120,Z,45deg,annealed,7.8,1420,16.0,460,10.4,99.431,0.574,18.337,dendritic,1.85,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,938.65,1151.84,11.99,301.82,203.23,7.41,B
demo_0289,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Concept Laser M2,134.22,524.778,95.8,60.0,120,XZ,45deg,solution treated,8.9,1085,320.0,380,17.0,98.504,1.347,20.171,dendritic,4.69,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",285.84,388.47,20.83,85.57,121.64,8.23,B
demo_0290,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,WAAM lab system,340.26,1367.598,115.5,60.0,1000,45deg,horizontal,solution treated,8.9,1085,320.0,380,17.0,98.362,1.564,22.362,equiaxed,4.13,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",341.85,582.52,21.46,93.95,119.36,10.97,A
demo_0291,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,375.31,931.36,119.18,60.0,70,XZ,vertical,solution treated,7.8,1420,16.0,460,10.4,98.664,1.228,5.665,columnar,5.16,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,880.68,1082.52,8.46,277.24,192.61,20.54,A
demo_0292,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,WAAM lab system,170.19,1474.963,85.3,40.0,1000,Z,vertical,stress relieved,7.99,1385,16.2,500,16.0,98.405,1.663,18.315,cellular,4.12,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",552.35,785.38,31.07,226.06,185.47,12.03,A
demo_0293,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Optomec LENS,382.92,809.572,82.02,50.0,70,45deg,45deg,solution treated,4.43,1660,7.1,560,8.6,99.065,0.922,5.008,dendritic,3.51,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1000.22,1149.61,8.24,326.07,116.44,15.16,C
demo_0294,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,169.52,1488.176,89.62,40.0,70,Z,45deg,annealed,8.44,1320,9.8,429,12.8,97.916,2.133,9.878,columnar,3.58,gamma,carbides/Laves possible,dendritic gamma matrix,663.75,874.11,29.93,217.53,202.76,5.7,A
demo_0295,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Renishaw AM250,324.21,1317.816,117.55,20.0,100,XZ,horizontal,annealed,8.9,1085,320.0,380,17.0,99.823,0.285,17.31,mixed columnar-equiaxed,3.41,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",260.59,352.85,19.89,116.13,116.05,7.8,B
demo_0296,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,DED,WAAM,Optomec LENS,2216.99,14.134,2432.38,691.82,500,XZ,horizontal,annealed,8.4,1390,13.0,450,14.0,98.531,1.409,51.904,columnar,2.72,FCC/HCP Co,carbides,cellular/dendritic CoCr,730.29,861.49,10.15,250.5,219.29,23.33,B
